address,price,contract_price,contract_date,type,zoning,land_area,building_area,floor_area,floor_plan,construction_year
旭川市東鷹栖4条2丁目636番188【2】,15400000,14500000,2024/2/10,既存住宅,宅地 / 第２種中高層住居専用地域,235.48,,222.42,6部屋 - ５ＬＤＫ,2000
旭川市東鷹栖1条3丁目635-379,7200000,7000000,2024/2/7,既存住宅,宅地 / 第２種中高層住居専用地域,543.13,,93.15,7部屋 - ６ＬＤＫ,1974
旭川市忠和4条6丁目2-26,18500000,18500000,2024/2/7,既存住宅,宅地 / 第１種住居地域,180.39,,106.05,2部屋 - ２ＬＤＫ,2012
旭川市東光13条7丁目4-22,14980000,14980000,2024/2/5,既存住宅,宅地 / 第１種低層住居専用地域,247.25,,142.12,6部屋 - ５ＬＤＫ,1999
旭川市秋月1条2丁目,11000000,10700000,2024/2/5,既存住宅,宅地 / 第１種住居地域,115.7,,88.3,3部屋 - ２ＬＤＫ,2005
旭川市東光10条5丁目4番6号,6000000,4100000,2024/2/4,既存住宅,宅地 / 第１種低層住居専用地域,146.1,,103.22,5部屋 - ５ＬＤＫ,1972
旭川市台場1条4丁目3番10号,7200000,7200000,2024/1/30,既存住宅,宅地 / 準工業地域,222.29,,99.63,4部屋 - ４ＬＤＫ,1983
旭川市東光14条6丁目3番26号,6500000,5700000,2024/2/1,既存住宅,宅地 / 第１種低層住居専用地域,240.24,,90.18,4部屋 - ４ＬＤＫ,1979
旭川市豊岡1条7丁目2-16,10500000,9000000,2024/1/14,既存住宅,宅地 / 第１種低層住居専用地域,221.68,,98.82,- ３ＬＤＫ,1981
旭川市春光台2条7丁目3-7,10900000,10900000,2024/2/1,既存住宅,宅地 / 第２種中高層住居専用地域,542.68,,90.72,4部屋 - ３ＳＬＤＫ,1978
旭川市大町2条10丁目173-62,16500000,16500000,2024/1/31,既存住宅,宅地 / 第２種中高層住居専用地域,359.55,,81.73,4部屋 - ３ＬＤＫ,1976
旭川市錦町16丁目2966-46【2】,23770000,23770000,2024/1/28,既存住宅,宅地 / 第２種中高層住居専用地域,223.65,,132.03,5部屋 - ４ＬＤＫ,1984
旭川市春光台3条5丁目1-4,15800000,15800000,2024/1/30,既存住宅,宅地 / 第１種低層住居専用地域,257.4,,129.18,4部屋 - ４ＬＤＫ,2005
旭川市秋月3条1丁目1-4-1,17800000,17600000,2024/1/29,既存住宅,宅地 / 第１種住居地域,149.39,,97.29,4部屋 - ３ＳＬＤＫ,2009
旭川市東旭川南2条2丁目52番,5600000,5600000,2024/1/29,既存住宅,宅地 / 第１種低層住居専用地域,236.48,,125.03,4部屋 - ４ＬＤＫ,1995
旭川市豊岡2条9丁目14番42(住居表示:1番15号)【2】,12000000,11000000,2024/1/28,既存住宅,宅地 / 第１種低層住居専用地域,227.73,,80.07,2部屋 - ２ＬＤＫ,1988
旭川市東光13条3丁目388番23,4500000,4500000,2024/1/28,既存住宅,宅地 / 第２種中高層住居専用地域,236.58,,60.02,4部屋 - ４ＬＤＫ,1967
旭川市神居6条16丁目39番144･39番211,4000000,4000000,2024/1/22,既存住宅,宅地 / 第１種低層住居専用地域,300.81,,81.81,4部屋 - ４ＤＫ,1976
旭川市春光5条3丁目8番10号,16400000,16300000,2024/1/22,既存住宅,宅地 / 第２種中高層住居専用地域,260.18,,114.41,5部屋 - ５ＬＤＫ,1986
旭川市東旭川南2条1丁目2-13(住居表示),18800000,18800000,2024/1/21,既存住宅,宅地 / 第１種低層住居専用地域,226.91,,85.86,3部屋 - ３ＬＤＫ,1994
旭川市東光2条1丁目3番25号,18900000,18500000,2024/1/19,既存住宅,宅地 / 第１種住居地域,176.43,,104.33,4部屋 - ４ＬＤＫ,2010
旭川市東光3条8丁目1-5,18800000,18800000,2024/1/19,既存住宅,宅地 / 第１種低層住居専用地域,284.16,,146.45,5部屋 - ４ＳＬＫ,1982
旭川市忠和7条3丁目4番27号,9750000,9750000,2024/1/16,既存住宅,宅地 / 第１種低層住居専用地域,271.83,,108.47,5部屋 - ４ＬＤＫ,1997
旭川市永山8条18丁目2-7,5500000,5500000,2024/1/15,既存住宅,宅地 / 第１種低層住居専用地域,261,,148.63,- ６ＬＤＫ,1979
旭川市旭神2条5丁目41番地(2番23号,17500000,17500000,2024/1/14,既存住宅,宅地 / 第１種低層住居専用地域,244.8,,119.65,4部屋 - ４ＬＤＫ,1994
旭川市東光21条9丁目86番29(住居表示:3番22号)【2】,22300000,21800000,2024/1/13,既存住宅,宅地 / 第１種低層住居専用地域,267.02,,116.86,4部屋 - ４ＬＤＫ,2009
旭川市豊岡6条5丁目5番13号,11800000,11000000,2024/1/12,既存住宅,宅地 / 第２種中高層住居専用地域,331.91,,124.73,5部屋 - 4ＬＤＫ - 4ＬＤＫ,1992
旭川市忠和1条5丁目4-6,6800000,6800000,2024/1/11,既存住宅,宅地 / 第１種低層住居専用地域,250,,145.72,- ５ＬＤＫ,1988
旭川市南7条通22丁目1976番369,1000000,1000000,2024/1/10,既存住宅,宅地 / 工業地域,93.39,,69.39,5部屋 - ５ＤＫ,1969
旭川市神楽岡14条3丁目39番地64,16800000,16800000,2024/1/9,既存住宅,宅地 / 第２種中高層住居専用地域,229.14,,130,3部屋 - ３ＬＤＫ,1993
旭川市豊岡16条7丁目2番31号,7480000,7480000,2023/12/20,既存住宅,宅地 / 第２種中高層住居専用地域,247.79,,94.23,5部屋 - ５ＬＤＫ,1975
旭川市川端町2条7丁目1-14,6000000,5500000,2024/1/8,既存住宅,宅地 / 第１種住居地域,238.01,,191.97,7部屋 - ６ＬＤＫ,1980
旭川市近文町14丁目23番,13900000,13900000,2024/1/8,既存住宅,宅地 / 準工業地域,234.11,,126.17,5部屋 - ４ＬＤＫ,2000
旭川市永山5条10丁目96番24,11300000,10500000,2024/1/6,既存住宅,宅地 / 第１種低層住居専用地域,279.96,,143.16,5部屋 - ４ＬＤＫ,1980
旭川市末広7条4丁目1番15号,4600000,4600000,2023/12/29,既存住宅,宅地 / 準住居地域,194.56,,109.89,4部屋 - ４ＬＤＫ,1982
旭川市緑が丘5条4丁目2番地20,26500000,26000000,2024/1/4,既存住宅,宅地 / 第１種低層住居専用地域,323.25,,205.49,4部屋 - ４ＳＬＤＫ,1996
旭川市豊岡6条10丁目48番(住居表示:7-8),18800000,18800000,2024/1/4,既存住宅,宅地 / 第１種低層住居専用地域,245.68,,135.26,5部屋 - ５ＬＤＫ,1994
旭川市東光7条1丁目1-2,3900000,3000000,2024/1/4,既存住宅,宅地 / 第１種住居地域,138.84,,104.67,5部屋 - ４ＬＤＫ,1982
旭川市忠和5条6丁目6番9号,18700000,18700000,2023/12/27,既存住宅,宅地 / 第１種住居地域,241.9,,134.46,3部屋 - ３ＳＬＤＫ,1979
旭川市豊岡14条7丁目3番7号,9800000,8800000,2023/12/28,既存住宅,宅地 / 準住居地域,322.79,,315.9,5部屋 - ５ＳＬＤＫ,1986
旭川市東鷹栖東1条4丁目,3500000,3500000,2023/12/28,既存住宅,宅地 / 準工業地域,250.17,,99.63,4部屋 - ４ＬＤＫ,1976
旭川市永山4条22丁目,3500000,3300000,2023/12/27,既存住宅,宅地 / 第１種低層住居専用地域,301.5,,236.11,6部屋 - ６ＬＤＫ,1983
旭川市永山13条2丁目125番77,3500000,3500000,2023/12/27,既存住宅,宅地 / 工業地域,206.92,,89.1,4部屋 - ４ＬＤＫ,1980
旭川市東鷹栖1条2丁目,4900000,4900000,2023/12/26,既存住宅,宅地 / 第２種中高層住居専用地域,249.99,,90.04,4部屋 - ４ＬＤＫ,1985
旭川市豊岡6条5丁目9-5,6500000,6500000,2023/11/30,既存住宅,宅地 / 第２種中高層住居専用地域,238.01,,150.45,-,1977
旭川市永山4条15丁目5-5,3980000,3980000,2023/12/25,既存住宅,宅地 / 第１種低層住居専用地域,135.15,,57.83,3部屋 - ３ＬＤＫ,1968
旭川市南3条通26丁目497-21,5500000,5450000,2023/12/18,既存住宅,宅地 / 第１種住居地域,302.11,,134.65,5部屋 - ４ＬＤＫ,1982
旭川市東光8条2丁目163番63(4番9号),15990000,15990000,2023/12/23,既存住宅,宅地 / 第２種中高層住居専用地域,178.4,,98.82,3部屋 - ３ＬＤＫ,1973
旭川市神居4条16丁目2-8,20800000,20800000,2023/12/23,既存住宅,宅地 / 第１種低層住居専用地域,330.57,,108.89,3部屋 - ３ＬＤＫ,1994
旭川市神居3条9丁目2番2号,21980000,21980000,2023/12/23,既存住宅,宅地 / 第１種低層住居専用地域,297.52,,116.05,3部屋 - ３ＬＤＫ,2015
旭川市忠和3条1丁目7-7,3800000,3800000,2023/12/22,既存住宅,宅地 / 第２種中高層住居専用地域,220.8,,87.08,5部屋 - ４ＬＤＫ,1981
旭川市神楽岡6条5丁目3番3451(住居表示:2番7号),13500000,13000000,2023/12/22,既存住宅,宅地 / 第１種低層住居専用地域,249.14,,134.79,6部屋 - ５ＬＤＫ,1996
旭川市旭町1条15丁目2146番地の24,29800000,29800000,2023/12/18,既存住宅,宅地 / 第２種中高層住居専用地域,200.36,,110.12,4部屋 - ４ＬＤＫ,2021
旭川市永山8条5丁目85番39,5200000,5200000,2023/12/21,既存住宅,宅地 / 第１種住居地域,173.56,,52.65,3部屋 - ２ＬＤＫ,1973
旭川市東光7条5丁目309番20(住居表示2番6号),7800000,7800000,2023/12/21,既存住宅,田 / 第１種低層住居専用地域,286,,106.92,5部屋 - ４ＳＬＤＫ,1973
旭川市豊岡2条5丁目8番22号,18000000,18000000,2023/12/20,既存住宅,宅地 / 準工業地域,347.33,,180.62,4部屋 - ４ＬＤＫ,1996
旭川市錦町12丁目3083番地の25,24500000,24500000,2023/12/19,既存住宅,宅地 / 第１種住居地域,185.11,,129.79,5部屋 - ５ＬＤＫ,1972
旭川市永山6条4丁目,12500000,12500000,2023/12/19,既存住宅,宅地 / 準工業地域,275.04,,150.25,5部屋 - ４ＬＤＫ,1979
旭川市東光20条9丁目1-26,16000000,16000000,2023/12/18,既存住宅,宅地 / 第１種低層住居専用地域,277.17,,116.75,5部屋 - ４ＳＬＤＫ,2007
旭川市高砂台2丁目1番24号,38000000,38000000,2023/12/18,既存住宅,宅地 / 第２種住居地域,876.01,,376.42,7部屋 - ６ＳＬＤＫ,2003
旭川市忠和7条7丁目2番13号,2000000,2000000,2023/12/16,既存住宅,宅地 / 第１種住居地域,176.44,,82.62,5部屋 - ４ＳＬＤＫ,1976
旭川市永山2条9丁目60番34(住居表示:2番9号)【2】,8000000,7900000,2023/12/16,既存住宅,宅地 / 準工業地域,183.11,,88.4,5部屋 - ４ＬＤＫ,1979
旭川市永山6条17丁目1番24号,13500000,13500000,2023/12/16,既存住宅,宅地 / 第１種低層住居専用地域,414.45,,104.93,5部屋 - ５ＬＤＫ,1969
旭川市近文町25丁目,2330000,2330000,2023/12/15,既存住宅,宅地 / 第１種住居地域,269.81,,94.76,5部屋 - ４ＬＤＫ,1975
旭川市末広4条12丁目4番5号,5800000,5800000,2023/12/14,既存住宅,宅地 / 第１種低層住居専用地域,202.46,,83.02,4部屋 - ３ＬＤＫ,1987
旭川市西御料3条1丁目2番2号,14800000,12000000,2023/12/13,既存住宅,宅地 / 第１種低層住居専用地域,275.18,,133.32,4部屋 - ４ＬＤＫ,2001
旭川市春光台1条3丁目,6500000,6500000,2023/12/12,既存住宅,宅地 / 第１種低層住居専用地域,294.33,,200.39,4部屋 - ４ＳＬＤＫ,1988
旭川市東光13条3丁目5-20,19900000,19900000,2023/12/12,既存住宅,宅地 / 第２種中高層住居専用地域,187.52,,102.68,4部屋 - ４ＬＤＫ,2020
旭川市豊岡2条9丁目3番7号,5800000,5000000,2023/12/10,既存住宅,宅地 / 第１種低層住居専用地域,227.72,,82.21,4部屋 - ４ＬＤＫ,1979
旭川市東光18条6丁目4-19,14800000,14800000,2023/12/9,既存住宅,宅地 / 第１種低層住居専用地域,168.55,,91.53,3部屋 - ３ＬＤＫ,1982
旭川市神楽5条1丁目3-15(295-136),2500000,2500000,2023/12/8,既存住宅,宅地 / 第１種住居地域,277.68,,164.78,5部屋 - ５ＳＬＤＫ,1982
旭川市西神楽南1条1丁目394番地15,5380000,5380000,2023/12/8,既存住宅,宅地 / 準工業地域,491.47,,140.94,5部屋 - ５ＬＤＫ,1988
旭川市西神楽北1条4丁目234番96,3980000,3980000,2023/12/8,既存住宅,宅地 / 第２種中高層住居専用地域,256.35,,118.26,4部屋 - ４ＳＬＤＫ,1978
旭川市緑が丘5条4丁目4番31,8000000,7000000,2023/12/8,既存住宅,宅地 / 第１種低層住居専用地域,266,,116.23,5部屋 - ５ＬＤＫ,1976
旭川市東光4条5丁目316番37(住居表示:3番6号)【2】,8800000,8800000,2023/12/7,既存住宅,宅地 / 第２種中高層住居専用地域,238.01,,137.02,6部屋 - ６ＬＤＫ,1988
旭川市北門町13丁目,15330000,15330000,2023/12/8,既存住宅,宅地 / 第２種中高層住居専用地域,197.54,,160.44,5部屋 - ３ＳＬＤＫ,1991
旭川市東光14条1丁目1番7号,8500000,8500000,2023/12/7,既存住宅,宅地 / 第１種住居地域,242.63,,151.47,5部屋 - ５ＬＤＫ,1988
旭川市神居2条19丁目79番113,15800000,15800000,2023/12/6,既存住宅,宅地 / 第１種低層住居専用地域,295.92,,111.5,3部屋 - ３ＬＤＫ,1987
旭川市北門町13丁目,7500000,7300000,2023/12/2,既存住宅,宅地 / 第１種住居地域,247.45,,153.89,4部屋 - ３ＳＬＤＫ,1987
旭川市神居5条5丁目2-4,6500000,6500000,2023/12/4,既存住宅,宅地 / 第１種低層住居専用地域,327.27,,91.53,- ４ＬＤＫ,1979
旭川市永山8条5丁目85番35(住居表示:5-6),13800000,13800000,2023/12/2,既存住宅,宅地 / 第１種住居地域,173.54,,108.54,4部屋 - ４ＬＤＫ,1997
旭川市永山4条21丁目4-1,3800000,3800000,2023/12/2,既存住宅,宅地 / 第１種低層住居専用地域,141.72,,108.54,6部屋 - ５ＬＤＫ,1962
旭川市春光台2条2丁目2-20(住居表示:2番21号)【2】,4300000,4000000,2023/12/1,既存住宅,宅地 / 第２種中高層住居専用地域,272.2,,105.3,5部屋 - ４ＬＤＫ,1980
旭川市神楽3条11丁目4番2号,10500000,7500000,2023/12/1,既存住宅,宅地 / 第２種中高層住居専用地域,301.98,,106.11,5部屋 - ４ＬＤＫ,1972
旭川市神居9条3丁目1-3,2200000,2200000,2023/12/1,既存住宅,宅地 / 第１種低層住居専用地域,240.16,,240.16,- ４ＬＤＫ,1976
旭川市豊岡12条8丁目,9750000,9400000,2023/11/30,既存住宅,宅地 / 第１種低層住居専用地域,218.18,,102.06,4部屋 - ４ＬＤＫ,1986
旭川市永山10条13丁目2-11,24800000,23800000,2023/11/28,既存住宅,宅地 / 第１種低層住居専用地域,263.1,,147,5部屋 - ４ＬＤＫ,2007
旭川市末広1条11丁目1番4号,21700000,21000000,2023/11/26,既存住宅,宅地 / 第１種低層住居専用地域,249.7,,109.58,4部屋 - ４ＳＬＤＫ,2016
旭川市永山4条10丁目2番28号,19800000,17800000,2023/11/27,既存住宅,宅地 / 準工業地域,211.56,,143.22,5部屋 - ５ＬＤＫ,2003
旭川市西神楽3線24号,2000000,1500000,2023/11/27,既存住宅,宅地 / 指定無,592.75,,87.76,5部屋 - ４ＬＤＫ,1967
旭川市神居2条21丁目88番56,16500000,16500000,2023/11/27,既存住宅,宅地 / 第１種低層住居専用地域,253.1,,91.08,5部屋 - ４ＬＤＫ,1989
旭川市東光9条3丁目402番36,7100000,7000000,2023/11/27,既存住宅,宅地 / 第２種中高層住居専用地域,353.5,,114.66,5部屋 - ４ＬＤＫ,1972
旭川市西御料4条1丁目3番15号,18800000,18800000,2023/11/26,既存住宅,宅地 / 第１種低層住居専用地域,290.01,,161.19,5部屋 - ５ＬＤＫ,1999
旭川市西神楽北1条1丁目,7300000,7300000,2023/11/26,既存住宅,宅地 / 第１種住居地域,694.57,,140.73,4部屋 - ４ＬＤＫ,1982
旭川市江丹別町共和71番7,10000000,9000000,2023/11/22,既存住宅,宅地 / 指定無,1000,,75,2部屋 - １ＬＤＫ,2009
旭川市末広3条5丁目,7000000,6200000,2023/11/25,既存住宅,宅地 / 第１種低層住居専用地域,300.78,,104.93,4部屋 - ４ＬＤＫ,1972
旭川市永山10条3丁目2-15(地番:111-59、60),2800000,2500000,2023/11/25,既存住宅,宅地 / 準工業地域,173.17,,79.38,4部屋 - ４ＬＤＫ,1977
旭川市末広2条8丁目7番5号,12500000,12300000,2023/11/25,既存住宅,宅地 / 第１種低層住居専用地域,268.61,,134.41,5部屋 - ５ＬＤＫ,1998
旭川市豊岡12条8丁目16番108、189(住居表示:3番3号)【2】,14500000,14000000,2023/11/18,既存住宅,宅地 / 第１種低層住居専用地域,251.96,,106.81,5部屋 - ４ＬＤＫ,1986
旭川市神楽岡11条8丁目3番1560(住居表示5番4号),9600000,9600000,2023/11/24,既存住宅,宅地 / 第１種低層住居専用地域,194.54,,89.91,5部屋 - ４ＬＤＫ,1985
旭川市春光台2条3丁目,3500000,3000000,2023/11/24,既存住宅,宅地 / 第１種低層住居専用地域,242.9,,135.27,4部屋 - ３ＬＤＫ,1971
旭川市台場2条2丁目249番116,700000,700000,2023/11/24,既存住宅,宅地 / 第１種低層住居専用地域,240.22,,101.79,5部屋 - ４ＬＤＫ,1976
旭川市永山1条16丁目7-20,15780000,15780000,2023/11/23,既存住宅,宅地 / 準工業地域,507.73,,94.77,- ２ＬＤＫ,1972
旭川市緑町15丁目,17900000,17900000,2023/11/22,既存住宅,宅地 / 準工業地域,229.97,,132.9,4部屋 - ４ＬＤＫ,1998
旭川市旭神3条4丁目4-11(65番),14500000,14500000,2023/11/22,既存住宅,宅地 / 第１種低層住居専用地域,269.01,,155.12,4部屋 - ４ＳＬＤＫ,1998
旭川市豊岡12条4丁目4番9号,3500000,3500000,2023/11/20,既存住宅,宅地 / 第２種中高層住居専用地域,130.38,,41,3部屋 - ３ＬＤＫ,1967
旭川市豊岡10条10丁目2-3,15800000,15800000,2023/11/20,既存住宅,宅地 / 第１種低層住居専用地域,223.21,,137.69,4部屋 - ４ＬＤＫ,1995
旭川市東光19条7丁目4番21号,17800000,17400000,2023/11/19,既存住宅,宅地 / 第１種低層住居専用地域,242.55,,95.58,3部屋 - ３ＬＤＫ,1987
旭川市末広1条2丁目3-9,12490000,12490000,2023/11/15,既存住宅,宅地 / 第２種中高層住居専用地域,238.2,,121.5,5部屋 - ４ＬＤＫ,1975
旭川市旭神町17番地,20800000,20800000,2023/11/15,既存住宅,宅地 /,439.94,,137.45,5部屋 - ４ＬＤＫ,2004
旭川市豊岡5条3丁目7番7号(9番8号),16800000,16000000,2023/11/18,既存住宅,宅地 / 第２種中高層住居専用地域,240.09,,92.74,3部屋 - ２ＬＤＫ,
旭川市春光台3条7丁目1-7,17000000,16000000,2023/11/17,既存住宅,宅地 / 第２種中高層住居専用地域,1214.37,,245.56,4部屋 - ４ＳＬＤＫ,1995
旭川市豊岡5条1丁目327-56(住居表示1-21),300000,300000,2023/11/17,既存住宅,宅地 / 第２種中高層住居専用地域,183.5,,110.67,4部屋 -,1970
旭川市神楽6条1丁目,12880000,12880000,2023/11/16,既存住宅,宅地 / 第１種住居地域,277.68,,140.46,7部屋 - ５ＳＬＤＫ,1985
旭川市末広3条6丁目7-4,3150000,3150000,2023/11/15,既存住宅,宅地 / 第１種低層住居専用地域,129.23,,104.1,- -,1971
旭川市永山1条7丁目1番8号,4000000,4000000,2023/11/14,既存住宅,宅地 / 準工業地域,160.04,,97.77,5部屋 - ４ＬＤＫ,1984
旭川市末広1条10丁目5番21号,4500000,4500000,2023/11/13,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,117.45,- ５ＬＤＫ,1979
旭川市春光台4条7丁目1-2,5000000,4500000,2023/11/13,既存住宅,原野 / 第１種低層住居専用地域,330,,117.58,4部屋 - ４ＬＤＫ,1984
旭川市台場1条6丁目4番10号,1800000,1800000,2023/11/12,既存住宅,宅地 / 準工業地域,264,,92.74,4部屋 - ４ＬＤＫ,1976
旭川市永山9条10丁目3番6号,6300000,6300000,2023/11/12,既存住宅,宅地 / 第１種低層住居専用地域,283.83,,95.58,5部屋 - ４ＬＤＫ,1975
旭川市住吉6条2丁目8番30号,25980000,25980000,2023/11/11,既存住宅,宅地 / 第２種中高層住居専用地域,220.27,,145.79,5部屋 - ５ＬＤＫ,2005
